file,backend,precision,selected_threshold,selected_fidelity,selected_threshold_log2,forward_wall_s,forward_threshold,forward_unique_outcomes,forward_peak_rss_mb,estimated_per_shot_s,estimated_setup_s,state_setup_wall_s,state_setup_peak_rss_mb,sweep_fid_1,sweep_wall_1,sweep_rss_1,sweep_fid_2,sweep_wall_2,sweep_rss_2,sweep_fid_4,sweep_wall_4,sweep_rss_4,sweep_fid_8,sweep_wall_8,sweep_rss_8,sweep_fid_16,sweep_wall_16,sweep_rss_16,sweep_fid_32,sweep_wall_32,sweep_rss_32,sweep_fid_64,sweep_wall_64,sweep_rss_64,sweep_fid_128,sweep_wall_128,sweep_rss_128,sweep_fid_256,sweep_wall_256,sweep_rss_256,sweep_fid_512,sweep_wall_512,sweep_rss_512,sweep_min_fidelity,sweep_max_fidelity,n_sweep_rungs,fidelity_at_1,rungs_to_099,biggest_fid_jump,biggest_jump_rung,verify_p_return_zero,n_qubits,n_cbits,n_qregs,n_cregs,gate_cx_count,gate_cx_frac,gate_cz_count,gate_cz_frac,gate_cp_count,gate_cp_frac,gate_rzz_count,gate_rzz_frac,gate_rxx_count,gate_rxx_frac,gate_swap_count,gate_swap_frac,gate_ccx_count,gate_ccx_frac,gate_rccx_count,gate_rccx_frac,gate_cswap_count,gate_cswap_frac,gate_h_count,gate_h_frac,gate_x_count,gate_x_frac,gate_y_count,gate_y_frac,gate_z_count,gate_z_frac,gate_rx_count,gate_rx_frac,gate_ry_count,gate_ry_frac,gate_rz_count,gate_rz_frac,gate_p_count,gate_p_frac,gate_u_count,gate_u_frac,gate_u1_count,gate_u1_frac,gate_u2_count,gate_u2_frac,gate_u3_count,gate_u3_frac,gate_s_count,gate_s_frac,gate_sdg_count,gate_sdg_frac,gate_t_count,gate_t_frac,gate_tdg_count,gate_tdg_frac,gate_sx_count,gate_sx_frac,gate_sxdg_count,gate_sxdg_frac,gate_cu_count,gate_cu_frac,gate_cu1_count,gate_cu1_frac,gate_cu3_count,gate_cu3_frac,gate_cry_count,gate_cry_frac,gate_crx_count,gate_crx_frac,gate_crz_count,gate_crz_frac,gate_ch_count,gate_ch_frac,n_1q_gates,n_2q_gates,n_3q_gates,n_parameterized_gates,frac_2q,frac_3q,frac_parameterized,n_distinct_gate_types,total_gates,max_cut_pressure,mean_cut_pressure,std_cut_pressure,sum_cut_pressure,cut_pressure_entropy,n_active_cuts,cut_pressure_frac_active,edge_cutwidth_natural,entangling_cutwidth_natural,max_gate_span,mean_gate_span,std_gate_span,frac_nearest_neighbor,frac_long_range,circuit_depth,depth_per_qubit,gate_density,n_entangling_gates,n_entangling_layers,entangling_gate_ratio,graph_n_edges,graph_density,graph_n_components,graph_largest_component_frac,graph_avg_clustering,graph_avg_shortest_path,graph_diameter,graph_conductance_best_cut,graph_sparsity,graph_clustering_over_density,graph_max_degree,graph_mean_degree,graph_std_degree,graph_min_degree,graph_median_degree,graph_p25_degree,graph_p75_degree,graph_degree_entropy,graph_degeneracy,graph_arboricity,graph_treewidth_min_degree,graph_treewidth_min_fill,graph_bandwidth_natural,graph_bandwidth_heuristic,graph_bandwidth_min,graph_cutwidth_natural,graph_cutwidth_heuristic,graph_cutwidth_min,graph_linear_arrangement_natural,graph_linear_arrangement_heuristic,graph_linear_arrangement_min,graph_min_balanced_separator,graph_recursive_bisection_max_cut,graph_recursive_bisection_avg_cut,graph_max_wdegree,graph_mean_wdegree,graph_std_wdegree,graph_min_wdegree,graph_median_wdegree,graph_p25_wdegree,graph_p75_wdegree,graph_max_edge_weight,graph_mean_edge_weight,is_nearest_neighbor,is_star_topology,is_all_to_all,param_mean,param_std,param_min,param_max,param_n_unique,param_entropy,gates_per_qubit,entangling_gates_per_qubit,cut_pressure_per_qubit,log_total_gates,log_n_qubits,log_max_cut_pressure,predicted_family,true_family,is_gpu,is_double,log_forward_wall_s,log_setup_s,log_per_shot_s
ghz_indep_qiskit_30.qasm,GPU,double,2,1.0,1,9.580995499999972,2,2,857.734375,0.0009356569956995492,0.2244255430044799,0.22536120000017945,844.7421875,0.5000000000000001,0.22918640000011692,840.55078125,1.0,0.31886039999994864,864.80859375,,,,,,,,,,,,,,,,,,,,,,,,,0.5000000000000001,1.0,2,0.5000000000000001,1,0.4999999999999999,2,1.0,30,30,1,1,29.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.9666666666666667,0.0,0.0,2.0,30.0,1.0,1.0,0.0,29.0,4.85798099512757,29,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,30.0,1.0,0.03333333333333333,29.0,1.0,0.9666666666666667,29.0,0.06666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9333333333333333,0.24944382578492943,1.0,2.0,2.0,2.0,4.89246375374826,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,29.0,29.0,5.0,1.0,1.0,2.0,1.9333333333333333,0.24944382578492943,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9666666666666667,0.03333333333333333,3.4339872044851463,3.4339872044851463,0.6931471805599453,GHZ,GHZ,1.0,1.0,2.3590595146313165,0.20247178952169878,0.0009352195415428443
ghz_indep_qiskit_30.qasm,GPU,single,2,0.999999880790714,1,8.169279399999823,2,2,491.2734375,0.0007944706970696966,0.22457242930285662,0.22536689999992632,477.890625,0.4999999828857291,0.23342189999993934,473.671875,0.999999880790714,0.23885930000005828,497.52734375,,,,,,,,,,,,,,,,,,,,,,,,,0.4999999828857291,0.999999880790714,2,0.4999999828857291,1,0.4999998979049849,2,1.0,30,30,1,1,29.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.9666666666666667,0.0,0.0,2.0,30.0,1.0,1.0,0.0,29.0,4.85798099512757,29,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,30.0,1.0,0.03333333333333333,29.0,1.0,0.9666666666666667,29.0,0.06666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9333333333333333,0.24944382578492943,1.0,2.0,2.0,2.0,4.89246375374826,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,29.0,29.0,5.0,1.0,1.0,2.0,1.9333333333333333,0.24944382578492943,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9666666666666667,0.03333333333333333,3.4339872044851463,3.4339872044851463,0.6931471805599453,GHZ,GHZ,1.0,0.0,2.215858700846904,0.2025917457652023,0.0007941552722782254
graphstate_indep_qiskit_15.qasm,CPU,single,4,0.9999989271166818,2,6.154954899999893,4,8592,432.2734375,0.0005932517151715073,0.22243774828482027,0.22303099999999176,417.51953125,0.0039062476716939104,0.28682469999989735,426.11328125,0.0163267891663601,0.24985560000004625,426.125,0.9999989271166818,0.3174455000000762,426.6171875,,,,,,,0.9999991655351472,2.583632599998964,426.421875,0.9999991655351472,0.9168368999962695,426.29296875,0.9999991655351472,0.9103583999967668,426.1953125,0.9999991655351472,0.892966699997487,425.90625,0.9999991655351472,0.6811697000011918,425.82421875,0.0039062476716939104,0.9999991655351472,8,0.0039062476716939104,2,0.9836721379503217,4,1.0,15,15,1,1,0.0,0.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.5,0.0,0.0,2.0,30.0,6.0,3.857142857142857,1.406979685970872,54.0,3.7080481500712317,14,1.0,6.0,6.0,11.0,3.6,3.479463560186637,0.4666666666666667,0.3333333333333333,9.0,0.6,0.2222222222222222,15.0,10.0,0.5,15.0,0.14285714285714285,2.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.906890595608518,2.0,0.0,2.0,2.0,11.0,6.0,6.0,6.0,2.0,2.0,54.0,26.0,26.0,2.0,2.0,1.0714285714285714,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4,3.4339872044851463,2.772588722239781,1.9459101490553132,GraphState,GraphState,0.0,0.0,1.9678051097041172,0.20084701942193012,0.0005930758109396169
graphstate_indep_qiskit_15.qasm,GPU,double,4,1.0000000000000027,2,17.49349589999997,4,8635,873.40625,0.0017283135913591324,0.21035998640864575,0.2120883000000049,863.23828125,0.003906249999999988,0.5877273999999488,843.078125,0.01924246938569833,0.654055999999855,872.04296875,1.0000000000000027,0.6558356999998978,871.890625,,,,,,,,,,,,,,,,,,,,,,0.003906249999999988,1.0000000000000027,3,0.003906249999999988,2,0.9807575306143044,4,1.0,15,15,1,1,0.0,0.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.5,0.0,0.0,2.0,30.0,6.0,3.857142857142857,1.406979685970872,54.0,3.7080481500712317,14,1.0,6.0,6.0,11.0,3.6,3.479463560186637,0.4666666666666667,0.3333333333333333,9.0,0.6,0.2222222222222222,15.0,10.0,0.5,15.0,0.14285714285714285,2.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.906890595608518,2.0,0.0,2.0,2.0,11.0,6.0,6.0,6.0,2.0,2.0,54.0,26.0,26.0,2.0,2.0,1.0714285714285714,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4,3.4339872044851463,2.772588722239781,1.9459101490553132,GraphState,GraphState,1.0,1.0,2.917419097295038,0.19091782479012825,0.001726821776059863
graphstate_indep_qiskit_15.qasm,GPU,single,4,0.9999997615814351,2,6.3882796999998845,4,8598,508.890625,0.0006160074907490639,0.228204792509245,0.22882079999999405,496.98046875,0.003906249068677481,0.26513370000020586,476.25390625,0.010011519230801513,0.3896919999999682,505.21484375,0.9999997615814351,0.3196864000001369,505.09375,,,,,,,,,,,,,,,,,,,,,,0.003906249068677481,0.9999997615814351,3,0.003906249068677481,2,0.9899882423506337,4,1.0,15,15,1,1,0.0,0.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.5,0.0,0.0,2.0,30.0,6.0,3.857142857142857,1.406979685970872,54.0,3.7080481500712317,14,1.0,6.0,6.0,11.0,3.6,3.479463560186637,0.4666666666666667,0.3333333333333333,9.0,0.6,0.2222222222222222,15.0,10.0,0.5,15.0,0.14285714285714285,2.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.906890595608518,2.0,0.0,2.0,2.0,11.0,6.0,6.0,6.0,2.0,2.0,54.0,26.0,26.0,2.0,2.0,1.0714285714285714,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4,3.4339872044851463,2.772588722239781,1.9459101490553132,GraphState,GraphState,1.0,0.0,1.999894920310123,0.20555358496485915,0.0006158178360165615
groundstate_large_indep_qiskit_14.qasm,CPU,double,8,1.000000000002697,3,24.401681600000302,8,2637,426.4375,0.002418846324632499,0.21321835367531397,0.21563719999994646,418.015625,9.524719721463185e-05,0.21745710000004692,426.53515625,7.90860803114369e-05,0.2524948000000222,426.94921875,0.2608022475093844,0.2792144999998527,426.96875,1.000000000002697,0.3240049999999428,426.66796875,,,,,,,,,,,,,,,,,,,7.90860803114369e-05,1.000000000002697,4,9.524719721463185e-05,3,0.7391977524933125,8,1.0,14,14,1,1,0.0,0.0,182.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,182.0,0.0,42.0,0.8125,0.0,0.1875,2.0,224.0,98.0,70.0,24.819347291981714,910.0,3.5978153652498435,13,1.0,49.0,98.0,13.0,5.0,3.1622776601683795,0.14285714285714285,0.6043956043956044,42.0,3.0,0.38095238095238093,182.0,39.0,0.8125,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,3.8073549220576055,13.0,0.0,13.0,13.0,13.0,13.0,13.0,49.0,49.0,49.0,455.0,455.0,455.0,7.0,49.0,7.0,26.0,26.0,0.0,26.0,26.0,26.0,26.0,2.0,2.0,0.0,1.0,1.0,0.8043379898729448,1.0469949343984182,0.0,3.0789369697813296,43.0,2.8869745664578796,16.0,13.0,7.0,5.41610040220442,2.70805020110221,4.59511985013459,Ground_State,Ground_State,0.0,1.0,3.234815376557476,0.1932766250357882,0.002415925624729418
groundstate_large_indep_qiskit_14.qasm,CPU,single,8,0.9997676746156348,3,8.345107699999971,8,2666,425.87890625,0.0008119041004100417,0.22606669589955358,0.22687859999996363,417.9296875,2.6823025969599234e-05,0.23310459999993327,426.29296875,1.5004119318596843e-08,0.23406960000011168,426.921875,0.26047852679235733,0.2508810999997877,426.90625,0.9997676746156348,0.3294655999998213,427.1640625,,,,,,,,,,,,,,,,,,,1.5004119318596843e-08,0.9997676746156348,4,2.6823025969599234e-05,3,0.7392891478232775,8,1.0,14,14,1,1,0.0,0.0,182.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,182.0,0.0,42.0,0.8125,0.0,0.1875,2.0,224.0,98.0,70.0,24.819347291981714,910.0,3.5978153652498435,13,1.0,49.0,98.0,13.0,5.0,3.1622776601683795,0.14285714285714285,0.6043956043956044,42.0,3.0,0.38095238095238093,182.0,39.0,0.8125,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,3.8073549220576055,13.0,0.0,13.0,13.0,13.0,13.0,13.0,49.0,49.0,49.0,455.0,455.0,455.0,7.0,49.0,7.0,26.0,26.0,0.0,26.0,26.0,26.0,26.0,2.0,2.0,0.0,1.0,1.0,0.8043379898729448,1.0469949343984182,0.0,3.0789369697813296,43.0,2.8869745664578796,16.0,13.0,7.0,5.41610040220442,2.70805020110221,4.59511985013459,Ground_State,Ground_State,0.0,0.0,2.234852965720727,0.20381123725745368,0.000811574684566568
groundstate_large_indep_qiskit_14.qasm,GPU,double,8,1.0000000000002176,3,28.208706599999914,8,2659,876.78515625,0.0024798578357835754,3.4101282421641597,3.412608099999943,864.75390625,9.524719721463197e-05,1.9326492999998663,843.35546875,7.908607025570582e-05,2.6570323000000826,873.69140625,0.2608015221029334,3.3750428999996984,873.84765625,1.0000000000002176,4.343730300000061,874.140625,,,,,,,,,,,,,,,,,,,7.908607025570582e-05,1.0000000000002176,4,9.524719721463197e-05,3,0.7391984778972842,8,1.0,14,14,1,1,0.0,0.0,182.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,182.0,0.0,42.0,0.8125,0.0,0.1875,2.0,224.0,98.0,70.0,24.819347291981714,910.0,3.5978153652498435,13,1.0,49.0,98.0,13.0,5.0,3.1622776601683795,0.14285714285714285,0.6043956043956044,42.0,3.0,0.38095238095238093,182.0,39.0,0.8125,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,3.8073549220576055,13.0,0.0,13.0,13.0,13.0,13.0,13.0,49.0,49.0,49.0,455.0,455.0,455.0,7.0,49.0,7.0,26.0,26.0,0.0,26.0,26.0,26.0,26.0,2.0,2.0,0.0,1.0,1.0,0.8043379898729448,1.0469949343984182,0.0,3.0789369697813296,43.0,2.8869745664578796,16.0,13.0,7.0,5.41610040220442,2.70805020110221,4.59511985013459,Ground_State,Ground_State,1.0,1.0,3.3744668360629024,1.4839037688917622,0.002476788062361108
groundstate_large_indep_qiskit_14.qasm,GPU,single,8,0.9999998807914314,3,9.904581600000256,8,2641,509.984375,0.0007698697069707293,2.205884530292963,2.206654399999934,497.72265625,2.6822995801226547e-05,1.747407700000167,476.3203125,2.362146645678052e-05,2.4129014999998617,506.90234375,0.2608037623420561,2.941321700000117,506.91796875,0.9999998807914314,3.0953991999999744,507.49609375,,,,,,,,,,,,,,,,,,,2.362146645678052e-05,0.9999998807914314,4,2.6822995801226547e-05,3,0.7391961184493754,8,1.0,14,14,1,1,0.0,0.0,182.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,182.0,0.0,42.0,0.8125,0.0,0.1875,2.0,224.0,98.0,70.0,24.819347291981714,910.0,3.5978153652498435,13,1.0,49.0,98.0,13.0,5.0,3.1622776601683795,0.14285714285714285,0.6043956043956044,42.0,3.0,0.38095238095238093,182.0,39.0,0.8125,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,3.8073549220576055,13.0,0.0,13.0,13.0,13.0,13.0,13.0,49.0,49.0,49.0,455.0,455.0,455.0,7.0,49.0,7.0,26.0,26.0,0.0,26.0,26.0,26.0,26.0,2.0,2.0,0.0,1.0,1.0,0.8043379898729448,1.0469949343984182,0.0,3.0789369697813296,43.0,2.8869745664578796,16.0,13.0,7.0,5.41610040220442,2.70805020110221,4.59511985013459,Ground_State,Ground_State,1.0,0.0,2.3891830311963274,1.1649880367867034,0.0007695735093005337
grover-noancilla_indep_qiskit_11.qasm,CPU,double,1,0.999999999989406,0,13.902692500007106,1,1024,512.44140625,0.0011591111011109712,2.311581488897395,2.312740599998506,501.77734375,0.999999999989406,4.382526199988206,595.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999999999989406,0.999999999989406,1,0.999999999989406,0,0.0,1,1.0,11,11,2,1,38300.0,0.49636474384728035,0.0,0.0,25575.0,0.3314498256891435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.00012959914982957712,1.0,1.2959914982957711e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.006479957491478856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12775.0,0.16556291390728478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,76650.0,0.0,38850.0,0.9933774834437086,0.0,0.5034926970879071,6.0,77161.0,72900.0,58990.0,15286.808856003923,589900.0,3.2668200462524477,10,1.0,30.0,72900.0,10.0,7.696020874103066,1.9675027345987703,0.011741682974559686,0.9771689497716894,76676.0,6970.545454545455,0.09148411971981277,76650.0,425.0,0.9933774834437086,55.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,3.4594316186372978,10.0,0.0,10.0,10.0,10.0,10.0,10.0,30.0,30.0,30.0,220.0,220.0,220.0,5.0,30.0,5.5,38400.0,13936.363636363636,11231.415779554382,2800.0,9800.0,4500.0,22437.5,12800.0,1393.6363636363637,0.0,1.0,1.0,0.047890607316836344,0.35098117511333327,0.0,3.141592653589793,4.0,0.09824373460321156,7014.636363636364,6968.181818181818,6627.272727272727,11.253662386849633,2.4849066497880004,11.196857635323791,Grover_NoAncilla,Grover_NoAncilla,0.0,1.0,2.7015419013247497,1.197425866490769,0.0011584398504912365
grover-noancilla_indep_qiskit_11.qasm,CPU,single,1,0.9999979740198364,0,3.807836399995722,1,1024,503.83984375,0.0002630201720175567,1.177634679820155,1.1778976999921724,492.33984375,0.9999979740198364,2.352997800000594,576.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999979740198364,0.9999979740198364,1,0.9999979740198364,0,0.0,1,1.0,11,11,2,1,38300.0,0.49636474384728035,0.0,0.0,25575.0,0.3314498256891435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.00012959914982957712,1.0,1.2959914982957711e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.006479957491478856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12775.0,0.16556291390728478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,76650.0,0.0,38850.0,0.9933774834437086,0.0,0.5034926970879071,6.0,77161.0,72900.0,58990.0,15286.808856003923,589900.0,3.2668200462524477,10,1.0,30.0,72900.0,10.0,7.696020874103066,1.9675027345987703,0.011741682974559686,0.9771689497716894,76676.0,6970.545454545455,0.09148411971981277,76650.0,425.0,0.9933774834437086,55.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,3.4594316186372978,10.0,0.0,10.0,10.0,10.0,10.0,10.0,30.0,30.0,30.0,220.0,220.0,220.0,5.0,30.0,5.5,38400.0,13936.363636363636,11231.415779554382,2800.0,9800.0,4500.0,22437.5,12800.0,1393.6363636363637,0.0,1.0,1.0,0.047890607316836344,0.35098117511333327,0.0,3.141592653589793,4.0,0.09824373460321156,7014.636363636364,6968.181818181818,6627.272727272727,11.253662386849633,2.4849066497880004,11.196857635323791,Grover_NoAncilla,Grover_NoAncilla,0.0,0.0,1.5702471700308018,0.7782392784955235,0.0002629855882761275
grover-noancilla_indep_qiskit_11.qasm,GPU,double,1,0.9999999999894038,0,219.18694230000256,1,1024,1059.58203125,0.001298896579658741,206.19797650341513,206.1992753999948,1037.62109375,0.9999999999894038,451.7960688000021,1247.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999999999894038,0.9999999999894038,1,0.9999999999894038,0,0.0,1,1.0,11,11,2,1,38300.0,0.49636474384728035,0.0,0.0,25575.0,0.3314498256891435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.00012959914982957712,1.0,1.2959914982957711e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.006479957491478856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12775.0,0.16556291390728478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,76650.0,0.0,38850.0,0.9933774834437086,0.0,0.5034926970879071,6.0,77161.0,72900.0,58990.0,15286.808856003923,589900.0,3.2668200462524477,10,1.0,30.0,72900.0,10.0,7.696020874103066,1.9675027345987703,0.011741682974559686,0.9771689497716894,76676.0,6970.545454545455,0.09148411971981277,76650.0,425.0,0.9933774834437086,55.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,3.4594316186372978,10.0,0.0,10.0,10.0,10.0,10.0,10.0,30.0,30.0,30.0,220.0,220.0,220.0,5.0,30.0,5.5,38400.0,13936.363636363636,11231.415779554382,2800.0,9800.0,4500.0,22437.5,12800.0,1393.6363636363637,0.0,1.0,1.0,0.047890607316836344,0.35098117511333327,0.0,3.141592653589793,4.0,0.09824373460321156,7014.636363636364,6968.181818181818,6627.272727272727,11.253662386849633,2.4849066497880004,11.196857635323791,Grover_NoAncilla,Grover_NoAncilla,1.0,1.0,5.394476923256932,5.333674744427483,0.0012980537432556866
